idx,class,conversation
751,갈취 대화,"야 너 왜 돈 안가지고 오냐?
 미안해.
 내가 지금 장난치는걸로 보이냐? 어? 왜 시키는대로 안해? 너 내가 오늘까지라고 했냐 안했냐 안갖고 오면 너 손모가지 잘라버린다 했냐 안했냐
 미안.
 이 새끼가 미안 밖에 할 줄모르나 아가리 다 찢어버려줄까? 어? 니 새끼 미안 소리 듣자고 내가 시간내서 니 그 역겨운 면상 보고 있는 줄 아냐고 나 니 동생년 어디서 알바하는지 다 알거든? 네 집 비번도 내가 알고 있잖아 너네 집 개 그거 맘만 먹으면 언제든지 19층 밖으로 집어 던져 줄 수도 있어 
 하지마 우리 가족 건들지마 내가 잘못했어
 그러니까 왜 내 입 아프게 자꾸 말하게 하고 내 귀한 시간 자꾸 니깟게 갉아먹냐고 버러지같은게 너 같은건 죽어도 싸 알아?
 잘못했어
 이게 확 씨! 미안이랑 잘못했다는 말밖에 할 줄 모르냐? 돈 갖고 와 이 새끼야 너 우울증 있다매? 개나소나 우울증타령이야 여차하면 내가 너 옥상에서 밀어가지고 떨어뜨리면 그만이야 그럼 사람들이 너가 뛰어내린줄 알겠지 당연히 내가 너 한번만 더 기회준다 진짜 인생이 불쌍해서 아! 오늘 너 가기전에 유서한장 쓰고 가라 담번에도 돈 안갖고 오면 이거 내가 옥상에 니 신발 옆에 고이 놔둬줄테니까 
 아니야 내가 꼭 돈 갖고 올게.
 멍청한것들이 꼭 이렇게 구체적으로 가르쳐줘야 말귀를 알아들어 너도 참 인생 뭐같아도 죽기는 싫은가보지?"
752,직장 내 괴롭힘 대화,"사장님 제 저작권 돌려주세요
시끄러 너가 포기 했잖아
실패작 이라면서요
됐고 너가 포기한 지금 이순간 내 저작권이야
와 이런 도둑놈을 봤나
새끼야 인생은 먹고 먹히는 세상이야
사장님 진짜 천벌받아요 이러다가
음 호랑이가 사슴을 잡아먹는다고 천벌받냐?
네?
내가 호랑이고 순진한 자네가 사슴이라고 멍청아
야이 새끼야!
에휴 그러게 자신을 믿었어야지 남을 믿으면 어쩌냐"
753,기타 괴롭힘 대화,"병신새끼. 아무 말도 못하네
 그만해.
 니가 이러는데 너네 엄마가 널 낳은 걸 얼마나 후회할까 
 뭐?
 나가 뒤져라 그냥.
 나한테 왜 그래?
 너가 살아있는 거 자체가 너무 싫어
 내가 뭘 그렇게 잘못했는데
 이새끼가 말대꾸를 해?
 내가. 내가 뭘 잘못했다고 그래."
754,기타 괴롭힘 대화,"쟤네 집 돈이 없어서 맨날 똑같은 옷 입고 다닌데
 어쩐지. 불쌍하다
 그래서 왕따까지 당하고 있나봐 불쌍해
 근데 우리도 친구해주고 싶진 않아
 얘들아 다 들려. 나한테 왜 그래? 내가 뭘 잘못했는데?
 음 너가 잘못한 건 없지만. 그래도 너가 조심해줬으면 좋겠어
 청결 유지하는 것도 예의야 미안한데
 미안해 얘들아 나랑 같이 밥 먹으러 가자
 미안 그러고 싶지 않아 쏴리
 응 앞으로 너 혼자 다녀!"
755,직장 내 괴롭힘 대화,"야 너 죽을래?
죄송합니다. 과장님
일을 못하면 회사를 나오지를 마세요 미친것아
제가 건강이 안좋아져서 죄송합니다.
어유 너 같은 새끼를 위해 휴가를 주는 시스템이 참 아깝다 그냥 죽지 그러냐 도움도 안돼는 것아
지금 말 다하셨나요?
아니 덜했어 새끼야 근데 너한테 하는 욕이 아까워서 못하겠어
과장님!
아오 목 아파 너한테 성대 쓴것 조차도 힘들어 죽겠네
아니 진짜
입다물어 너 한테 입냄새나"
756,협박 대화,"너 당장 그만둬
뭘요?
김씨에게 험담한다는거 다 들었거든?
그런적 없어요
거짓말 하지마! 
아니라구요!
순순히 말해! 자꾸 아닌척 하지마 죽여버릴거니까
아니라니까 정말!
죽고싶냐 정말? 눈탱이 밤탱이 만들어줘야 말할래?
아니라니까요."
757,기타 괴롭힘 대화,"제가 많이 좋아해요
누구시죠?
저희 눈오는 날 집 앞에서 차 때문에 만났잖아요 
그런데 왜 연락을 하지죠? 다 해결된거 아닌가요?
그때 저희 좋았잖아요? 저는 결혼까지 생각하고 행복했습니다
무슨 말씀이시죠? 앞으로 연락하지 말아주세요
지금 집 앞인데 만나서 이야기하실까요? 슬슬 열받는데
정중히 부탁드립니다 연락하지 말아주세요
이렇게 뒤통수치시면 안돼죠 저는 결혼도 생각하고 있었는데
계속 연락하시면 차단하고 경찰에 신고하겠습니다. 지금 남편에게도 알렸어요."
758,기타 괴롭힘 대화,"야 꺼저
내가 왜?
내가 왜? 이게 미쳤나
야 나를 못 괴롭혀서 안달이냐?
까불지 말고 짜져살아 왜 나대
그만 괴롭히면 안되까?
내가 왜? 널 괴롭히는 게 제일 재미있는데?
그만 때려
명령하냐?
미안 아파서"
759,기타 괴롭힘 대화,"얘들아 쟤 봐바
 왜왜? 뭔데?
 눈깔 장애 학교 도착!!
 그런말 하지마
 그런말 하지마 계속 하면 어쩔건데
 하지마라니까
 눈깔 장애를 눈깔 장애라고 하지. 그럼 뭐라고 하냐
 나도 내 이름 있다고
 싫은데 메롱 메롱 눈깔 장애
 하지마"
760,기타 괴롭힘 대화,"너가 학교 다닐때 공부 잘했으면 배달일 했겠니?
말이 너무 심한거 아냐?
뭐가? 맞잖아 나이먹어서도 계속 오토바이 탈거니 ?
아으 창피하다
그만해
뭘 그만해 왜 기분나빠? 그럼 공부해서 제대로 된 직장 다니지 그랬어
그만하자 나도 똑같이 열심히 일 해서 돈 버는 사람이야"
761,직장 내 괴롭힘 대화,"씨 일한게 몇개월인데 이것밖에 못해
죄송합니다.
혹시 머리가 돌이야?
아니요.
너때문에 짜증이나 생긴 것도 짜증나고
다음번엔 잘 해오겠습니다.
다음번? 또 기회를 줘야돼? 한번에 잘 할 수 없어?
죄송합니다.
대체 왜살아? 이딴식으로 할거면 그냥 나가 죽어
고치겠습니다."
762,기타 괴롭힘 대화,"넌 참 키가 작다 풉 난쟁이 같아
난쟁이? 완전 웃기네 난쟁이
난쟁이 난쟁이 난쟁이
너희 그러지 마 
너희 그러지 마 그러지 말라는데?
난쟁이를 난쟁이라고 하지 뭐라고 하냐?
그렇게 부르지 마 나도 이름이 있어
아 이름이 있구나! 그렇구나! 난쟁아
하지 말라고 흑흑
쟤 운다 풉
진짜 웃기네
하지 말라고 진짜 흑흑흑"
763,기타 괴롭힘 대화,"원숭이 엉덩이는 빨개 빨가면 사과 사과는 맛있어 맛있으면 바나나 야 홍당무 사과는 맛있는데 왜 바나나냐?
그걸 내가 어떻게 알어.
그니까 홍당무 홍당무는 빨간색이지. 여러분 여기 홍당무가 지나가요.
그러지마. 홍당무라고 부르는 거 싫어.
머래. 한번 홍당무는 영원한 홍당무야. 홍당무 홍당무 홍당무 홍당무는 사과래요. 바나나가 아니랍니다.
하지마.
하지마 싫은데 할건데.
아니. 하지마. 듣기 싫어. 무시하는 거 같단말이야.
이건 무시가 아니라 팩트야 꼬우면 너도 내 약점 잡아서 놀리던가 그러지도 못하는게 나대긴
하지마. 정말 싫어."
764,직장 내 괴롭힘 대화,"미진 씨 커피 한 잔만
 부장님 커피 심부름은 좀.
 아 미안미안 요즘 이런 거 시키면 안되지? 아 그럼 이거 복사 좀.
 아 네 복사도 좀.
 복사도 안돼? 아 그럼 잠깐 은행 좀 갔다올래? 내가 너무 바쁘네.
 은행은 사적인 일인데 그걸 왜 저한테.
 아 그럼 미진 씨 아무 일도 안 하겠단거야?
 저도 제 능력에 맞는 일을.
 아 그러니까 커피 복사 잡일 말고 미진 씨 능력이 뭐야.
 다른 사람처럼.
 하하. 아니 학벌도 다르고 능력도 다른데 어떻게 똑같이 해달래."
765,직장 내 괴롭힘 대화,"화장을 한거야 만거야
했는데요.
세상에 이걸 화장이라고 한거야?
.죄송합니다 과장님
생긴대로 놀아요 아주.거울안보니?
.아침에 늦어서.
내가 늘 지켜봤는데 박사원은 늘 얼굴이 엉망이더라
제가요?
성형 할 생각은 없어? 성전환을 하던가
.그만하셨음해요"
766,기타 괴롭힘 대화,"이거 맛이 왜이래
손님 왜 그러세요?
아니 아가씨 이거 내가 먹던 커피맛이 아닌데? 그리고왜 차가운거야 내가 따뜻한거 달라고 했잖아
손님께서 아이스아메리카노 시키셔서 그걸로 드린건데요.?
어머 이 아가씨 좀 봐 내가 언제 아이스 아메리카노를 시켰다 그래 아가씨 나 따뜻한 라떼만 마시는거 몰라?? 다시 타와
이미 반정도 드셔서 교환.환불은 안되세요."
767,기타 괴롭힘 대화,"큭큭큭 야 저 사람 걷는거 봐봐
저기요 왜 우리 아빠 흉내내시는거에요?
엥? 누가 흉내내요
방금 우리 아빠 다리 불편한 거 흉내 내셨잖아요
제가 그랬다는 증거 있어요?
제 눈으로 분명히 봤어요 그거 엄청 실례에요!
아니 웃기네? 다리 저는 사람이 저 아저씨뿐이에요?
어른이고 장애있으신데 그걸 놀리시나요?
아놔 어이없네? 재수가 없으려니까!
사과해주세요"
768,기타 괴롭힘 대화,"야 넌 체육 수행평가 만점이라며?
야 좋겠다 나도 다리 병신이었으면 얼마나 좋았을까 그치?
나도 따로 시험 봤어.
야 씨 그걸 누가 만점을 못받아.
니가 만점받아서 다른 애들 등급 싹 밀리게 생겼는데 죄책감이 안드냐 넌?
야 이런걸 역차별이라고 하나봐. 무슨 장애인 차별이야 차별은 우리가 다 받는데 
그래 솔직히 양심이 있었으면 몇 문제 틀려주고 그래야되는거 아니냐?
야 나도 이 새끼 때문에 마음이 되게 아픈데 나도 수행평가 시험 대체해달라고 해볼까?
그래 우리도 휠체어 타고 편하게 좀 다녀보자
찌질해가지고 아무말도 못하는 주제에 뻔뻔한 새끼"
769,협박 대화,"난 그만 만나고 싶어 정말 힘들어서 그래.
너 내가 미치는 꼴 보고 싶어서 그래? 내가 안된다고 했지.
왜그러는거야 제발 이제 그만해.
그래 그런식으로 계속해봐 나 잘못되면 다 너때문에 그런걸 줄 알아. 이미 옥상이야.
너 그냥 겁주려고 그런식으로 말하는거잖아.
내가 못할 거 같아? 니가 나 이렇게 만든거야.
알겠어 미안해.일단 옥상에서 내려오고 진정해.
나 죽는 꼴 보기 싫으면 헤어지자는 말 취소해 당장.
알겠어.취소할게.
진작에 그랬어야지."
770,협박 대화,"여보.흐윽. 제발 이러지마요.
닥쳐! 이 년아. 내가 집에만 오면 니 얼굴 보는 것도 역겨워 죽겠어.
여보.내가 미안해요.제발 그만 때려요.네?
그만? 그만? 너 같으면 너 같이 생긴 년 맨날 봐야하는데 참을 수가 있어? 어!?
흑.여보.제발요. 저 정말 너무 힘들어요.
힘들어? 아니 그럼 도망을 가. 어 ? 꺼지라고!
우리 아이는. 여보. 제발 우리 아이를 봐서라도.
아직 태어나지도 않은 애새끼 타령은 왜 자꾸 해? 그러고 보니 아주 너나 니새끼나 내 인생에 도움이 안 돼. 그냥 둘 다죽어버려.
무슨 말을 그렇게.여보.? 지금 뭐하는거에요.? 그거 내려놔요 . 우리 제발.
그냥 너 죽이고 나 편하게 감옥살이 하는게 낫겠다. 아주 그냥 죽어!"
771,기타 괴롭힘 대화,"아 냄새.
 무슨 냄새?
 어디에서 썩는 냄새가.
 그만해.
 너보니까 음식 쓰레기 냄새난다.
 가 비켜.
 야 음쓰.
 가라고.
 너 썩었어. 얼굴이.
 제발 좀 그만 놀려. 나 정말 힘들어."
772,직장 내 괴롭힘 대화,"야 우리 사장님 너무 인맥 위주로만 뽑지 않냐 다들 인성이 안된것 같아
야 새끼야 뒤에서 내 이야기를 뭘 그렇게 쑥덕거려 미친것아 너희 해고야!
아니 사장님 그렇다고 해고까지 주실 필요는 없잖아요
너 인맥 위주 싫다며 그런 사상도 안된놈이 뭔 우리 회사를 다녀
아니 사장님 제가 틀린말을 했나요? 너무 인맥 위주로만 뽑으니까 회사가 성적이 안나오죠
야 너 나한테 대들어 미친새끼야
아니 뭐 해고라니 그냥 당당히 노동청에다 알릴게요
알린다고 한들 너 주장 뿐인데 모든 증거는 다 입막음 되어있어 어디 전문변호사 고용해서 한판해봐?
죄송합니다.
입닥치고 넌 퇴직금도 없는줄 알아 완전 간이 부은 놈아니야"
773,직장 내 괴롭힘 대화,"당신 이게 지금 제대로 한 거야 일?
 네 부장님. 왜 그러십니까?
 그걸 지금 말이라고 해? 보고서가 맞춤법이 다 틀렸잖아!
 아 죄송합니다 얼른 수정해서 다시 올려드리겠습니다.
 아니 당신 공고 나와서 빽으로 들어왔다더니 문법도 모르는 상황에서 들어온거야?
 아니 그게 무슨 말씀이신지.
 누구 빽으로 들어왔는지 모르겠지만 금방 짤리고 싶지 않으면 일 똑바로 해!
 아 네 부장님. 죄송합니다.
 지금 당장 해고되고 싶지 않으면 오늘 안으로 당장 다시 작성해서 와.
 네."
774,기타 괴롭힘 대화,"경비실 아저씨. 아. 저. 씨!!
아 네 네 사모님 무슨 일이시죠?
저희 집 앞에 저거 좀 치워달라고 했잖아요. 내말 안들려요? 
아 저건 직접 하셔야해요. 
아니 경비원이 대체 하는일이 뭐예요? 주민들 도와주는일 아니예요? 
네 그렇긴 하지만.
월급을 따박따박 받아가놓고 이런일도 하기 싫으면 때려치든가요. 
말이 심하십니다.
내가 뭐 틀린말 했어요? 맨날 경비실이나 지키면서 졸줄만 알지 경비가 하는일이 뭐예요 도대체? 
저건 제가 이번만 치워드릴께요.
경비들 싹 짤라버리자고 해야지 안되겠네 정말"
775,직장 내 괴롭힘 대화,"강인턴 이제부터 회사 업무 외 모든 일은 나한테 보고하고 다녀오게.
네.? 어떤 일을 보고드려야 하는건가요?
그야 뭐 화장실을 언제가고 왜 갔는지 밥은 어디로 누구랑 먹으러 갔는지 그런 형식적인거 말이게.
그런거까지 제가 왜 다 보고하고 가야하죠? 명백한 인권침해 아닌가요?
강인턴이 업무볼 때 화장실 너무 많이 가는거 같으니까 그러지. 내가 오늘 센거만 해도 아침부터 지금까지 세 번 갔다왔던데.
그거야 지금 8시간 회사에 있었는데 세 번 정도면 정상적인거 아닙니까? 제가 뭐 담배피러 나가는것도 아니고요.
세 번이면 한 번 갈 때 5분 하면 15분이야. 그정도 만큼의 월급을 까도 찬성인가?
회사에서 화장실 다녀오는건 허락 받아야 할 일이 아니라고 생각합니다. 그리고 저 말고 다른 분들도 화장실 많이 가는데 왜 저한테만 부당한 대우를 하십니까?
그거야 다른 애들은 실적도 좋고 내가 잘 믿으니까 그렇지. 강인턴은 통 믿을 수 없어. 부모님도 뭐 사정이 넉넉하시 않다며? 그만큼 더 일을 해야하는거 아닌가?
그런 사소한거까지 보고하기에는 너무 제 자신이 불쌍해서 안되겠습니다. 차라리 월급 삭감을 해주세요."
776,갈취 대화,"거기 꼬맹이 일로 와봐.
 저요.?
 그래 너 일로 와보라고. 말 못 알아들어?
 죄송합니다.
 가진 돈 다 내놔.
 만원밖에 없어요.
 거지야? 가진 거 빨리 다 내놓으라고. 입은 옷까지 다.
 진짜 이게 다예요 믿어주세요.
 장난까나. 니 친구들이라도 불러오던지. 최소 10만원 만들어와.
 부를 친구가 없어요 정말 죄송해요 살려주세요."
